Density,Brightness
0.0,0.27043463364243508
0.05,0.40951754063367846
0.1,0.43070812970399858
0.15,0.509031700193882
0.2,0.48457177609205249
0.25,0.50398640364408498
0.3,0.51373699486255642
0.35,0.50170459657907485
0.4,0.470749734044075
0.45,0.46103514313697813
0.5,0.38859475284814837
